from_stop_id,to_stop_id,transfer_type,min_transfer_time
4037246,2429,2,186
3765289,1751,2,252
4996981,2062,2,209
4037774,1945,2,246
4037177,2443,2,215
4037196,2155,2,221
3926439,2155,2,220
4109729,2154,2,236
4037209,1945,2,246
4036296,2155,2,237
3764731,1945,2,234
3764508,2331,2,234
6195714,2283,2,261
3813549,2429,2,218
5688953,2035,2,204
6114723,2288,2,245
5018338,2155,2,241
4022907,1856,2,196
3893471,1945,2,234
5727628,2036,2,220
5675644,2210,2,197
6217406,2147,2,191
4109728,2154,2,194
4037202,1688,2,269
3749909,2200,2,200
4022917,2283,2,297
3748082,2429,2,213
3926288,2371,2,210
2238,1887,2,180
4146116,2371,2,269
1964,2155,2,109
3748093,2111,2,205
2063,2111,2,100
3764983,2111,2,195
5251749,1755,2,216
4037746,2283,2,199
4037231,2433,2,227
3343763,1980,2,180
1968,2155,2,360
4037787,2036,2,240
4037208,2544,2,210
4036648,2155,2,216
5454895,2036,2,254
3926299,1955,2,189
5688954,2154,2,208
4037198,2036,2,246
4472665,2342,2,269
4016363,2383,2,270
2154,5922159,2,190
3749983,2028,2,207
3813086,2210,2,189
4009638,1980,2,202
5709885,2470,2,224
3764845,2036,2,248
4022995,2342,2,239
4022906,2323,2,234
3343791,1698,2,180
1966,2155,2,298
4037174,1832,2,193
3748070,2429,2,257
3748055,2111,2,287
5709884,1725,2,260
3747837,1955,2,189
4037775,2083,2,210
3343764,2170,2,180
5727630,2331,2,251
3740315,2028,2,201
2433,4035035,2,186
2025,2544,2,59
1946,1945,2,205
4008284,2147,2,191
4022898,2028,2,241
4037222,1856,2,252
3812918,2036,2,230
4022913,2342,2,296
5761325,2433,2,216
4037162,2035,2,208
4037216,2147,2,259
4036206,1955,2,197
4037213,1961,2,196
3813311,2429,2,215
5289160,2036,2,237
5709884,2470,2,260
4037788,2155,2,248
4036869,2155,2,199
3926288,1832,2,210
3926289,1832,2,193
3687078,2111,2,191
3813086,1955,2,189
4036219,2154,2,204
4044994,2111,2,241
4102151,2342,2,252
3764548,2036,2,254
3813011,1755,2,249
1833,1832,2,72
4472670,2323,2,196
3764980,2210,2,263
3687085,1892,2,226
5251748,2433,2,216
4651134,2036,2,243
3687239,1864,2,212
4036205,2210,2,263
3764846,1773,2,191
3343785,2062,2,180
4024791,2283,2,267
2154,5922160,2,193
4037758,2323,2,196
4036768,2036,2,216
3747834,2111,2,197
3672107,2429,2,257
5709978,2036,2,220
3926387,2036,2,246
4016270,1864,2,216
1755,4473172,2,268
4997020,2111,2,197
1755,4473170,2,229
1755,4473171,2,230
5710038,2036,2,254
4037200,1864,2,233
4036765,2331,2,234
3926287,2371,2,277
3765442,2170,2,209
5727632,2498,2,269
3764732,2200,2,209
4016362,1773,2,286
5018386,2155,2,216
4037770,2216,2,196
5709890,2067,2,242
2201,1945,2,189
2289,1892,2,144
4037220,2433,2,264
4022892,2200,2,246
4036194,2116,2,103
4023963,1887,2,297
4022887,2170,2,222
4770181,2155,2,243
2433,4035040,2,229
6131927,2433,2,274
3877767,1803,2,252
4037762,1755,2,227
4025108,1933,2,303
3813084,1955,2,190
4023079,1803,2,269
4146147,2371,2,269
3764811,2155,2,243
4024737,2283,2,299
5018399,2155,2,241
4022943,2433,2,186
3672106,2429,2,186
4037201,1773,2,191
4024844,1887,2,297
3922294,2154,2,216
2211,2210,2,219
5710037,2036,2,243
4024289,2342,2,211
4024196,2283,2,311
4022940,1933,2,275
1956,1955,2,247
5682060,2155,2,207
4037244,2371,2,199
3747959,2154,2,270
4035988,1955,2,207
6114732,1892,2,226
3764661,2036,2,199
4037164,2067,2,242
4037246,1751,2,186
3672263,1751,2,186
3687247,1642,2,270
4037262,1955,2,198
4037187,2062,2,195
2035,3685679,2,261
4022897,2216,2,245
3812918,2288,2,272
4459250,2331,2,216
4035990,1955,2,189
4770184,2155,2,209
3764660,2155,2,252
4037189,2111,2,209
4022953,1945,2,234
5709888,2116,2,103
3926293,1698,2,197
6195714,1887,2,315
4037243,2062,2,241
4009365,2283,2,297
5688946,2067,2,192
6114724,1892,2,245
4739166,2210,2,189
3893399,1773,2,233
4036207,2210,2,189
4035992,2210,2,195
4037220,1755,2,264
4037199,2155,2,248
4022920,1887,2,291
3685861,2035,2,208
4037233,1755,2,186
3811236,2170,2,211
3747868,2111,2,195
5231612,2210,2,197
4037166,2067,2,104
4037789,2331,2,233
4037193,1642,2,270
3672171,1751,2,186
3687091,2383,2,191
4036986,2036,2,189
4022943,1755,2,186
3749780,2383,2,233
4024670,1887,2,299
4024020,2283,2,297
1893,2288,2,192
3748067,1832,2,199
4036218,2067,2,199
4016324,2036,2,243
3749781,2383,2,233
4036822,2155,2,254
6217405,2028,2,208
4472549,2028,2,208
4036649,2036,2,254
5018182,2147,2,257
4037790,2383,2,191
4726948,2062,2,195
4037765,2098,2,200
4035991,2210,2,263
6114731,2155,2,256
3764731,2200,2,234
4016742,1803,2,296
3343786,2062,2,180
4024019,2283,2,236
3685860,2154,2,270
4016324,2155,2,243
