from_stop_id,to_stop_id,transfer_type,min_transfer_time
4473658,2250,2,218
4471735,1648,2,243
2314,3926208,2,233
2314,3926209,2,216
1744,3972545,2,192
1744,3972544,2,210
1966,3764603,2,263
2208,1954,2,59
4378353,2347,2,223
2506,4378066,2,261
2221,4036985,2,200
4016441,2015,2,194
2221,4036986,2,258
1925,3754327,2,297
5018423,1925,2,218
4658206,1744,2,203
5018392,2209,2,198
2199,4035790,2,310
2314,3926210,2,209
2199,4035792,2,202
2199,4035791,2,252
2314,3926212,2,256
2314,3926211,2,207
1675,1676,2,110
2314,3926213,2,249
4439509,2529,2,219
1966,3764617,2,216
1966,3764615,2,252
1966,3764616,2,199
5018433,2495,2,182
4767075,1695,2,199
2505,4439453,2,222
1847,2102,2,300
1954,3764653,2,200
1966,3764812,2,218
4439535,1925,2,199
1966,3764811,2,243
4036295,1966,2,241
2384,4025458,2,231
2384,4025457,2,201
2085,4035559,2,240
4037787,1966,2,282
3740501,1954,2,199
4378409,1925,2,199
1805,3764546,2,214
2345,4036766,2,276
1954,4044988,2,194
5018410,2528,2,248
2314,4036754,2,234
2345,3442417,2,238
2314,4036753,2,256
2345,3442418,2,231
2314,4036752,2,249
1954,3666561,2,198
4726739,2221,2,243
4843454,1871,2,220
1954,3666562,2,203
2314,4036756,2,249
2314,4036755,2,236
4472870,1954,2,196
4423342,2505,2,193
4767061,1925,2,211
4439501,1966,2,269
5018349,2139,2,228
4439522,1685,2,184
4016530,2316,2,245
3807564,1954,2,200
2505,4439476,2,195
2505,4439475,2,222
1847,4459244,2,249
1847,4459243,2,234
1847,4459242,2,249
4658218,1911,2,197
3747913,2546,2,240
1966,2155,2,298
3749762,2486,2,220
3740507,2015,2,235
3812922,2345,2,231
4037787,2221,2,282
5018331,2209,2,237
2209,3666673,2,203
2209,3666672,2,198
2221,5289160,2,237
4471735,2528,2,243
2199,3663878,2,205
2199,3663879,2,230
2199,3663877,2,199
3785972,1871,2,211
1805,3764571,2,214
4037786,1966,2,198
5018410,1648,2,248
4658159,2055,2,185
1966,3764845,2,248
4658255,2199,2,310
2321,3893443,2,263
1966,3687429,2,278
1944,4758990,2,310
1966,3687428,2,242
2321,3893441,2,237
2321,3893442,2,248
3785806,1695,2,276
4439518,1648,2,243
4767075,2505,2,199
5018431,1808,2,207
1854,3893442,2,248
1854,3893441,2,237
3807564,2209,2,200
1854,3893443,2,263
3765147,1847,2,274
1953,1954,2,67
2199,3663880,2,233
2199,3665026,2,202
1944,5150444,2,189
1849,3749683,2,277
4767100,1696,2,187
2199,3665027,2,291
4016479,2345,2,223
5018419,2250,2,211
3812920,1966,2,218
1944,4758983,2,230
1944,4758982,2,233
1954,3666725,2,203
5018348,2139,2,214
1954,3666724,2,198
4767053,1808,2,189
2400,3781644,2,315
2400,3781645,2,202
1966,4459252,2,242
5018408,1854,2,195
1966,4459253,2,208
1944,5150470,2,189
2486,1674,2,234
1774,4037201,2,190
4037257,2321,2,229
3748031,1954,2,195
1953,2209,2,95
4016535,2345,2,223
1944,5150469,2,189
4658218,2236,2,197
4016487,1966,2,254
2314,5138032,2,216
2314,5138031,2,261
2209,3666621,2,203
2209,3666620,2,198
4439529,1808,2,195
4658214,1944,2,202
1944,4574193,2,230
4010677,1676,2,196
2528,3893445,2,248
1944,4574192,2,233
2528,3893447,2,216
2528,3893446,2,214
4439528,2347,2,215
2327,4035812,2,251
2528,3893448,2,203
2327,4035811,2,270
4767054,1808,2,207
5018399,1966,2,241
4473658,1925,2,218
1808,3813529,2,218
4473609,1871,2,220
2347,5221801,2,212
1808,3813528,2,190
2327,4354376,2,251
2327,4354377,2,196
1860,2328,2,75
5018416,1808,2,215
2347,4124835,2,215
4471832,2412,2,238
1966,4037197,2,198
2546,4036977,2,214
1966,4037196,2,208
2546,4036976,2,240
2345,4025460,2,238
1908,2232,2,67
1703,4035804,2,226
1907,5138067,2,219
1703,4035805,2,246
2199,5150469,2,189
2435,3926205,2,201
2435,3926206,2,252
2505,4458791,2,222
2505,4458792,2,203
2314,3893339,2,249
4767050,1685,2,182
1648,5138073,2,243
1849,4016318,2,245
1966,4037198,2,242
4439515,1854,2,195
1966,4037199,2,248
4658207,2422,2,192
1757,1166837,2,180
2314,5018186,2,253
2314,5018187,2,209
1757,1166836,2,180
2384,4016330,2,190
4378409,2250,2,199
4010679,2327,2,196
2209,4035562,2,225
2314,3893344,2,233
2209,4035561,2,207
1966,5289096,2,200
