route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
1197630,2025146,10020251460094711,101,101,0,
1197630,2025147,10020251470094711,101,101,0,
1197630,2025148,10020251480094711,101,101,0,
1197630,2025149,10020251490094711,101,101,0,
1197630,2025150,10020251500094711,101,101,0,
1197630,2025151,10020251510094711,101,101,0,
1197630,2025152,10020251520094711,101,101,0,
1197630,2025153,10020251530094711,101,101,0,
1197630,2025154,10020251540094711,101,101,0,
1197630,2025155,10020251550094711,101,101,0,
1197630,2025156,10020251560094711,101,101,0,
1197630,2025157,10020251570094711,101,101,0,
1197630,2025158,10020251580094711,101,101,0,
1197630,2025146,10120251460094711,101,101,0,
1197630,2025147,10120251470094711,101,101,0,
1197630,2025148,10120251480094711,101,101,0,
1197630,2025149,10120251490094711,101,101,0,
1197630,2025150,10120251500094711,101,101,0,
1197630,2025151,10120251510094711,101,101,0,
1197630,2025152,10120251520094711,101,101,0,
1197630,2025153,10120251530094711,101,101,0,
1197630,2025154,10120251540094711,101,101,0,
1197630,2025155,10120251550094711,101,101,0,
1197630,2025156,10120251560094711,101,101,0,
1197630,2025157,10120251570094711,101,101,0,
1197630,2025158,10120251580094711,101,101,0,
1197630,2025146,1020251460094711,101,101,0,
1197630,2025147,1020251470094711,101,101,0,
1197630,2025148,1020251480094711,101,101,0,
1197630,2025149,1020251490094711,101,101,0,
1197630,2025150,1020251500094711,101,101,0,
1197630,2025151,1020251510094711,101,101,0,
1197630,2025152,1020251520094711,101,101,0,
1197630,2025153,1020251530094711,101,101,0,
1197630,2025154,1020251540094711,101,101,0,
1197630,2025155,1020251550094711,101,101,0,
1197630,2025156,1020251560094711,101,101,0,
1197630,2025157,1020251570094711,101,101,0,
1197630,2025158,1020251580094711,101,101,0,
1197630,2025146,10220251460094711,101,101,0,
1197630,2025147,10220251470094711,101,101,0,
1197630,2025148,10220251480094711,101,101,0,
1197630,2025149,10220251490094711,101,101,0,
1197630,2025150,10220251500094711,101,101,0,
1197630,2025151,10220251510094711,101,101,0,
1197630,2025152,10220251520094711,101,101,0,
1197630,2025153,10220251530094711,101,101,0,
1197630,2025154,10220251540094711,101,101,0,
1197630,2025155,10220251550094711,101,101,0,
1197630,2025156,10220251560094711,101,101,0,
1197630,2025157,10220251570094711,101,101,0,
1197630,2025158,10220251580094711,101,101,0,
1197630,2025146,10320251460094711,101,101,0,
1197630,2025147,10320251470094711,101,101,0,
1197630,2025148,10320251480094711,101,101,0,
1197630,2025149,10320251490094711,101,101,0,
1197630,2025150,10320251500094711,101,101,0,
1197630,2025151,10320251510094711,101,101,0,
1197630,2025152,10320251520094711,101,101,0,
1197630,2025153,10320251530094711,101,101,0,
1197630,2025154,10320251540094711,101,101,0,
1197630,2025155,10320251550094711,101,101,0,
1197630,2025156,10320251560094711,101,101,0,
1197630,2025157,10320251570094711,101,101,0,
1197630,2025158,10320251580094711,101,101,0,
1197630,2025146,10420251460094711,101,101,0,
1197630,2025147,10420251470094711,101,101,0,
1197630,2025148,10420251480094711,101,101,0,
1197630,2025149,10420251490094711,101,101,0,
1197630,2025150,10420251500094711,101,101,0,
1197630,2025151,10420251510094711,101,101,0,
1197630,2025152,10420251520094711,101,101,0,
1197630,2025153,10420251530094711,101,101,0,
1197630,2025154,10420251540094711,101,101,0,
1197630,2025155,10420251550094711,101,101,0,
1197630,2025156,10420251560094711,101,101,0,
1197630,2025157,10420251570094711,101,101,0,
1197630,2025158,10420251580094711,101,101,0,
1197630,2025146,10520251460094711,101,101,0,
1197630,2025147,10520251470094711,101,101,0,
1197630,2025148,10520251480094711,101,101,0,
1197630,2025149,10520251490094711,101,101,0,
1197630,2025150,10520251500094711,101,101,0,
1197630,2025151,10520251510094711,101,101,0,
1197630,2025152,10520251520094711,101,101,0,
1197630,2025153,10520251530094711,101,101,0,
1197630,2025154,10520251540094711,101,101,0,
1197630,2025155,10520251550094711,101,101,0,
1197630,2025156,10520251560094711,101,101,0,
1197630,2025157,10520251570094711,101,101,0,
1197630,2025158,10520251580094711,101,101,0,
1197630,2025146,10620251460094711,101,101,0,
1197630,2025147,10620251470094711,101,101,0,
1197630,2025148,10620251480094711,101,101,0,
1197630,2025149,10620251490094711,101,101,0,
1197630,2025150,10620251500094711,101,101,0,
1197630,2025151,10620251510094711,101,101,0,
1197630,2025152,10620251520094711,101,101,0,
1197630,2025153,10620251530094711,101,101,0,
1197630,2025154,10620251540094711,101,101,0,
1197630,2025155,10620251550094711,101,101,0,
1197630,2025156,10620251560094711,101,101,0,
1197630,2025157,10620251570094711,101,101,0,
1197630,2025158,10620251580094711,101,101,0,
1197630,2025146,10720251460094711,101,101,0,
1197630,2025147,10720251470094711,101,101,0,
1197630,2025148,10720251480094711,101,101,0,
1197630,2025149,10720251490094711,101,101,0,
1197630,2025150,10720251500094711,101,101,0,
1197630,2025151,10720251510094711,101,101,0,
1197630,2025152,10720251520094711,101,101,0,
1197630,2025153,10720251530094711,101,101,0,
1197630,2025154,10720251540094711,101,101,0,
1197630,2025155,10720251550094711,101,101,0,
1197630,2025156,10720251560094711,101,101,0,
1197630,2025157,10720251570094711,101,101,0,
1197630,2025158,10720251580094711,101,101,0,
1197630,2025146,10820251460094711,101,101,0,
1197630,2025147,10820251470094711,101,101,0,
1197630,2025148,10820251480094711,101,101,0,
1197630,2025149,10820251490094711,101,101,0,
1197630,2025150,10820251500094711,101,101,0,
1197630,2025151,10820251510094711,101,101,0,
1197630,2025152,10820251520094711,101,101,0,
1197630,2025153,10820251530094711,101,101,0,
1197630,2025154,10820251540094711,101,101,0,
1197630,2025155,10820251550094711,101,101,0,
1197630,2025156,10820251560094711,101,101,0,
1197630,2025157,10820251570094711,101,101,0,
1197630,2025158,10820251580094711,101,101,0,
1197630,2025146,10920251460094711,101,101,0,
1197630,2025147,10920251470094711,101,101,0,
1197630,2025148,10920251480094711,101,101,0,
1197630,2025149,10920251490094711,101,101,0,
1197630,2025150,10920251500094711,101,101,0,
1197630,2025151,10920251510094711,101,101,0,
1197630,2025152,10920251520094711,101,101,0,
1197630,2025153,10920251530094711,101,101,0,
1197630,2025154,10920251540094711,101,101,0,
1197630,2025155,10920251550094711,101,101,0,
1197630,2025156,10920251560094711,101,101,0,
1197630,2025157,10920251570094711,101,101,0,
1197630,2025158,10920251580094711,101,101,0,
1197630,2025146,11020251460094711,101,101,0,
1197630,2025147,11020251470094711,101,101,0,
1197630,2025148,11020251480094711,101,101,0,
1197630,2025149,11020251490094711,101,101,0,
1197630,2025150,11020251500094711,101,101,0,
1197630,2025151,11020251510094711,101,101,0,
1197630,2025152,11020251520094711,101,101,0,
1197630,2025153,11020251530094711,101,101,0,
1197630,2025154,11020251540094711,101,101,0,
1197630,2025155,11020251550094711,101,101,0,
1197630,2025156,11020251560094711,101,101,0,
1197630,2025157,11020251570094711,101,101,0,
1197630,2025158,11020251580094711,101,101,0,
1197630,2025146,11120251460094711,101,101,0,
1197630,2025147,11120251470094711,101,101,0,
1197630,2025148,11120251480094711,101,101,0,
1197630,2025149,11120251490094711,101,101,0,
1197630,2025150,11120251500094711,101,101,0,
1197630,2025151,11120251510094711,101,101,0,
1197630,2025152,11120251520094711,101,101,0,
1197630,2025153,11120251530094711,101,101,0,
1197630,2025154,11120251540094711,101,101,0,
1197630,2025155,11120251550094711,101,101,0,
1197630,2025156,11120251560094711,101,101,0,
1197630,2025157,11120251570094711,101,101,0,
1197630,2025158,11120251580094711,101,101,0,
1197630,2025146,1120251460094711,101,101,0,
1197630,2025147,1120251470094711,101,101,0,
1197630,2025148,1120251480094711,101,101,0,
1197630,2025149,1120251490094711,101,101,0,
1197630,2025150,1120251500094711,101,101,0,
1197630,2025151,1120251510094711,101,101,0,
1197630,2025152,1120251520094711,101,101,0,
1197630,2025153,1120251530094711,101,101,0,
1197630,2025154,1120251540094711,101,101,0,
1197630,2025155,1120251550094711,101,101,0,
1197630,2025156,1120251560094711,101,101,0,
1197630,2025157,1120251570094711,101,101,0,
1197630,2025158,1120251580094711,101,101,0,
1197630,2025146,11220251460094711,101,101,0,
1197630,2025147,11220251470094711,101,101,0,
1197630,2025148,11220251480094711,101,101,0,
1197630,2025149,11220251490094711,101,101,0,
1197630,2025150,11220251500094711,101,101,0,
1197630,2025151,11220251510094711,101,101,0,
1197630,2025152,11220251520094711,101,101,0,
1197630,2025153,11220251530094711,101,101,0,
1197630,2025154,11220251540094711,101,101,0,
1197630,2025155,11220251550094711,101,101,0,
1197630,2025156,11220251560094711,101,101,0,
1197630,2025157,11220251570094711,101,101,0,
1197630,2025158,11220251580094711,101,101,0,
1197630,2025146,11320251460094711,101,101,0,
1197630,2025147,11320251470094711,101,101,0,
1197630,2025148,11320251480094711,101,101,0,
1197630,2025149,11320251490094711,101,101,0,
1197630,2025150,11320251500094711,101,101,0,
1197630,2025151,11320251510094711,101,101,0,
1197630,2025152,11320251520094711,101,101,0,
1197630,2025153,11320251530094711,101,101,0,
1197630,2025154,11320251540094711,101,101,0,
1197630,2025155,11320251550094711,101,101,0,
1197630,2025156,11320251560094711,101,101,0,
1197630,2025157,11320251570094711,101,101,0,
1197630,2025158,11320251580094711,101,101,0,
1197630,2025146,11420251460094711,101,101,0,
1197630,2025147,11420251470094711,101,101,0,
1197630,2025148,11420251480094711,101,101,0,
1197630,2025149,11420251490094711,101,101,0,
1197630,2025150,11420251500094711,101,101,0,
1197630,2025151,11420251510094711,101,101,0,
1197630,2025152,11420251520094711,101,101,0,
1197630,2025153,11420251530094711,101,101,0,
1197630,2025154,11420251540094711,101,101,0,
1197630,2025155,11420251550094711,101,101,0,
1197630,2025156,11420251560094711,101,101,0,
1197630,2025157,11420251570094711,101,101,0,
1197630,2025158,11420251580094711,101,101,0,
1197630,2025146,11520251460094711,101,101,0,
1197630,2025147,11520251470094711,101,101,0,
1197630,2025148,11520251480094711,101,101,0,
1197630,2025149,11520251490094711,101,101,0,
1197630,2025150,11520251500094711,101,101,0,
1197630,2025151,11520251510094711,101,101,0,
1197630,2025152,11520251520094711,101,101,0,
1197630,2025153,11520251530094711,101,101,0,
1197630,2025154,11520251540094711,101,101,0,
1197630,2025155,11520251550094711,101,101,0,
1197630,2025156,11520251560094711,101,101,0,
1197630,2025157,11520251570094711,101,101,0,
1197630,2025158,11520251580094711,101,101,0,
1197630,2025146,11620251460094711,101,101,0,
1197630,2025147,11620251470094711,101,101,0,
1197630,2025148,11620251480094711,101,101,0,
1197630,2025149,11620251490094711,101,101,0,
1197630,2025150,11620251500094711,101,101,0,
1197630,2025151,11620251510094711,101,101,0,
1197630,2025152,11620251520094711,101,101,0,
1197630,2025153,11620251530094711,101,101,0,
1197630,2025154,11620251540094711,101,101,0,
1197630,2025155,11620251550094711,101,101,0,
1197630,2025156,11620251560094711,101,101,0,
1197630,2025157,11620251570094711,101,101,0,
1197630,2025158,11620251580094711,101,101,0,
1197630,2025146,11720251460094711,101,101,0,
1197630,2025147,11720251470094711,101,101,0,
1197630,2025148,11720251480094711,101,101,0,
