from_stop_id,to_stop_id,transfer_type,min_transfer_time
4996981,2063,2,209
1951,3926338,2,185
2550,5150490,2,207
1675,1674,2,111
2077,2213,2,134
2126,1958,2,97
2112,3747869,2,209
2076,4036979,2,246
2076,4036978,2,207
1675,1676,2,110
2112,3747868,2,195
2377,967988,2,180
4996994,2076,2,200
2377,967989,2,180
2550,5150489,2,195
2403,3764590,2,216
2403,3764589,2,199
2125,4035731,2,193
2125,4035730,2,193
2213,3811224,2,207
2213,3811223,2,217
1891,4035564,2,218
2063,2111,2,100
2125,4035916,2,187
4997012,1958,2,243
2125,4035915,2,207
2112,4044994,2,241
2112,4044993,2,197
4996987,1767,2,197
2213,5018143,2,282
2310,2311,2,110
3748025,1843,2,232
3714143,2550,2,212
3741051,2213,2,216
1958,3811292,2,281
2403,3764561,2,216
2403,3764560,2,199
3749762,2485,2,220
2125,3740501,2,199
2125,3740502,2,203
2112,4037189,2,209
2112,4037187,2,195
2112,4037188,2,191
2550,5150454,2,195
4471839,2403,2,222
2213,1910,2,420
2136,3926305,2,225
2089,3708466,2,207
2206,3887817,2,216
2089,3708465,2,195
3747977,2213,2,282
2125,3764653,2,200
4472868,2294,2,189
2206,4044998,2,219
2136,3926304,2,247
1932,3673631,2,207
1898,4044989,2,234
1932,3673630,2,225
1951,3673584,2,270
2121,3682086,2,212
1951,3673583,2,250
1793,4767045,2,243
1958,4996965,2,243
2297,2296,2,225
1793,4767046,2,222
2521,3926302,2,251
2521,3926303,2,258
4037260,1951,2,185
2297,2298,2,161
1901,4035909,2,269
2112,4025393,2,195
2112,4025394,2,191
2377,4726932,2,212
3343785,2063,2,180
1793,3764590,2,216
2063,3687078,2,191
2063,3687079,2,209
2382,4036968,2,221
2382,4036969,2,202
2125,3666672,2,198
2125,3666673,2,203
4997020,2112,2,197
1901,4035910,2,205
2403,5018355,2,248
2403,5018356,2,214
2089,4036936,2,212
2403,5018357,2,214
2089,4036935,2,212
3747980,1898,2,234
2089,4614627,2,215
2089,4614626,2,215
1793,3893369,2,248
4472867,2377,2,225
2125,3747909,2,195
2125,3747908,2,200
1767,4044990,2,198
2063,3687300,2,205
2213,3811292,2,281
2377,4726955,2,197
2550,4117656,2,207
2550,4117655,2,210
2377,4726956,2,185
4010677,1675,2,196
2213,3666771,2,243
4037269,2294,2,189
2112,3687251,2,209
2112,3687252,2,191
2112,3687253,2,216
4472870,2076,2,196
1767,2527,2,105
3714142,2089,2,203
1793,3764561,2,216
1793,3764560,2,199
2089,5150490,2,207
2403,4767046,2,222
2403,4767045,2,243
1958,1957,2,161
2257,4705570,2,306
3731629,1891,2,202
3343777,2377,2,180
2257,4705569,2,287
2403,4036787,2,222
2403,4036786,2,243
3747981,1767,2,221
2125,4036861,2,198
2125,4036862,2,246
2076,4044988,2,194
2437,1956,2,500
2089,3689920,2,208
2089,5150489,2,195
2076,3666672,2,198
2076,3666673,2,203
4471839,1793,2,222
4996989,1767,2,198
2063,3748093,2,205
1793,3764589,2,199
4996991,2294,2,234
1958,3666771,2,243
3343786,2063,2,180
3741051,1958,2,216
2297,4035818,2,276
2125,3666620,2,198
2063,3748094,2,220
2125,3666621,2,203
2089,4035534,2,212
2089,4035535,2,203
1767,3926395,2,269
1767,3926396,2,225
1958,1910,2,420
1951,3926301,2,219
2063,3687251,2,209
2063,3687253,2,216
2063,3687252,2,191
1767,3926397,2,225
2213,3666723,2,243
1891,3664996,2,251
1891,3664997,2,218
1951,1956,2,800
3807564,2076,2,200
2125,1954,2,55
2125,1953,2,107
1958,4354132,2,198
1793,3764528,2,199
4472867,1767,2,225
1793,3764527,2,243
2257,3446763,2,231
2257,3446764,2,225
2403,3764540,2,216
2424,3926432,2,453
2403,3893446,2,214
2403,3893447,2,216
2424,3926433,2,452
2403,3893445,2,248
3807562,1958,2,207
2550,3664390,2,222
2403,3893448,2,203
4472871,2125,2,196
3807562,2213,2,207
1952,1951,2,145
2213,3749677,2,198
2213,3749676,2,207
2213,3749675,2,232
1767,5289092,2,269
2076,3740502,2,203
2076,3740501,2,199
2121,3682024,2,194
2089,3689919,2,207
1793,3764540,2,216
1767,5289091,2,225
