service_id,date,exception_type
1762208,20150701,1
1762208,20150702,1
1762208,20150706,1
1762208,20150707,1
1762208,20150708,1
1762208,20150709,1
1762208,20150715,1
1762208,20150716,1
1762208,20150720,1
1762208,20150721,1
1762208,20150722,1
1762208,20150723,1
1762208,20150727,1
1762208,20150728,1
1762208,20150729,1
1762208,20150730,1
1762208,20150831,1
1762207,20150420,1
1762207,20150421,1
1762207,20150422,1
1762207,20150423,1
1762207,20150427,1
1762207,20150428,1
1762207,20150429,1
1762207,20150504,1
1762207,20150505,1
1762207,20150506,1
1762207,20150511,1
1762207,20150512,1
1762207,20150518,1
1762207,20150519,1
1762207,20150520,1
1762207,20150521,1
1762207,20150526,1
1762207,20150527,1
1762207,20150528,1
1762207,20150601,1
1762207,20150602,1
1762207,20150603,1
1762207,20150604,1
1762207,20150608,1
1762207,20150609,1
1762207,20150610,1
1762207,20150611,1
1762207,20150615,1
1762207,20150616,1
1762207,20150617,1
1762207,20150618,1
1762207,20150622,1
1762207,20150623,1
1762207,20150624,1
1762207,20150625,1
1762207,20150629,1
1762207,20150630,1
1762207,20150901,1
1762207,20150902,1
1762207,20150903,1
1762207,20150907,1
1762207,20150908,1
1762207,20150909,1
1762207,20150910,1
1762207,20150914,1
1762207,20150915,1
1762207,20150916,1
1762207,20150917,1
1762207,20150921,1
1762207,20150922,1
1762207,20150923,1
1762207,20150924,1
1762207,20150928,1
1762207,20150929,1
1762207,20150930,1
1762209,20150416,1
1762209,20151001,1
1762209,20151005,1
1762209,20151006,1
1762209,20151007,1
1762209,20151008,1
1762209,20151012,1
1762209,20151013,1
1762209,20151014,1
1762204,20150607,1
1762204,20150614,1
1762204,20150628,1
1762204,20150705,1
1762204,20150712,1
1762204,20150719,1
1762204,20150726,1
1762204,20150802,1
1762204,20150809,1
1762204,20150816,1
1762204,20150823,1
1762204,20150830,1
1762204,20150906,1
1762204,20150913,1
1762204,20150920,1
1762204,20150927,1
1548648,20150621,1
11762217,20150516,1
11762217,20150714,1
11762217,20150808,1
11762217,20150815,1
11762217,20150822,1
11762217,20150829,1
1762205,20150419,1
1762205,20150426,1
1762205,20150503,1
1762205,20150510,1
1762205,20150514,1
1762205,20150517,1
1762205,20150525,1
1762205,20150531,1
1762205,20151004,1
1762205,20151011,1
11762215,20150704,1
11762215,20150711,1
11762215,20150718,1
11762215,20150725,1
11762215,20150801,1
11762216,20150425,1
11762216,20150501,1
11762216,20150508,1
11762216,20150514,1
11762216,20150523,1
11762216,20150530,1
11762216,20150606,1
11762216,20150613,1
11762216,20150620,1
11762216,20150627,1
11762216,20150905,1
11762216,20150912,1
11762216,20150919,1
11762216,20150926,1
11762213,20150715,1
11762214,20150418,1
11762214,20151003,1
11762214,20151010,1
11762211,20150419,1
11762211,20150426,1
11762211,20150503,1
11762211,20150510,1
11762211,20150517,1
11762211,20150524,1
11762211,20150531,1
11762211,20151004,1
11762211,20151011,1
11762212,20150607,1
11762212,20150614,1
11762212,20150621,1
11762212,20150628,1
11762212,20150705,1
11762212,20150712,1
11762212,20150719,1
11762212,20150726,1
11762212,20150802,1
11762212,20150809,1
11762212,20150816,1
11762212,20150823,1
11762212,20150830,1
11762212,20150906,1
11762212,20150913,1
11762212,20150920,1
11762212,20150927,1
11762210,20150804,1
11762210,20150805,1
11762210,20150806,1
11762210,20150807,1
11762210,20150811,1
11762210,20150812,1
11762210,20150813,1
11762210,20150814,1
11762210,20150818,1
11762210,20150819,1
11762210,20150820,1
11762210,20150821,1
11762210,20150825,1
11762210,20150826,1
11762210,20150827,1
11762210,20150828,1
1762210,20150803,1
1762210,20150804,1
1762210,20150805,1
1762210,20150806,1
1762210,20150810,1
1762210,20150811,1
1762210,20150812,1
1762210,20150813,1
1762210,20150817,1
1762210,20150818,1
1762210,20150819,1
1762210,20150820,1
1762210,20150824,1
1762210,20150825,1
1762210,20150826,1
1762210,20150827,1
1762211,20150418,1
1762211,20150425,1
1762211,20150502,1
1762211,20150509,1
1762211,20150516,1
1762211,20150523,1
1762211,20150530,1
1762211,20151003,1
1762211,20151010,1
1762212,20150606,1
1762212,20150613,1
1762212,20150620,1
1762212,20150627,1
1762212,20150704,1
1762212,20150711,1
1762212,20150718,1
1762212,20150725,1
1762212,20150801,1
1762212,20150808,1
1762212,20150815,1
1762212,20150822,1
1762212,20150829,1
1762212,20150905,1
1762212,20150912,1
1762212,20150919,1
1762212,20150926,1
1762213,20150714,1
1762214,20150417,1
1762214,20151002,1
1762214,20151009,1
1762215,20150703,1
1762215,20150710,1
1762215,20150717,1
1762215,20150724,1
1762215,20150731,1
1762216,20150424,1
1762216,20150430,1
1762216,20150507,1
1762216,20150513,1
1762216,20150522,1
1762216,20150529,1
1762216,20150605,1
1762216,20150612,1
1762216,20150619,1
1762216,20150626,1
1762216,20150904,1
1762216,20150911,1
1762216,20150918,1
1762216,20150925,1
1762217,20150515,1
1762217,20150713,1
1762217,20150807,1
1762217,20150814,1
1762217,20150821,1
1762217,20150828,1
11762207,20150421,1
11762207,20150422,1
11762207,20150423,1
11762207,20150424,1
11762207,20150428,1
11762207,20150429,1
11762207,20150430,1
11762207,20150505,1
11762207,20150506,1
11762207,20150507,1
11762207,20150512,1
11762207,20150513,1
11762207,20150519,1
11762207,20150520,1
11762207,20150521,1
11762207,20150522,1
11762207,20150527,1
11762207,20150528,1
11762207,20150529,1
11762207,20150602,1
11762207,20150603,1
11762207,20150604,1
11762207,20150605,1
11762207,20150609,1
11762207,20150610,1
11762207,20150611,1
11762207,20150612,1
11762207,20150616,1
11762207,20150617,1
11762207,20150618,1
11762207,20150619,1
11762207,20150623,1
11762207,20150624,1
11762207,20150625,1
11762207,20150626,1
11762207,20150630,1
11762207,20150701,1
11762207,20150902,1
11762207,20150903,1
11762207,20150904,1
11762207,20150908,1
11762207,20150909,1
11762207,20150910,1
11762207,20150911,1
11762207,20150915,1
11762207,20150916,1
11762207,20150917,1
11762207,20150918,1
11762207,20150922,1
11762207,20150923,1
11762207,20150924,1
11762207,20150925,1
11762207,20150929,1
11762207,20150930,1
11762207,20151001,1
11762208,20150702,1
11762208,20150703,1
11762208,20150707,1
11762208,20150708,1
11762208,20150709,1
11762208,20150710,1
11762208,20150716,1
11762208,20150717,1
11762208,20150721,1
11762208,20150722,1
11762208,20150723,1
11762208,20150724,1
11762208,20150728,1
11762208,20150729,1
11762208,20150730,1
11762208,20150731,1
11762208,20150901,1
11762209,20150417,1
11762209,20151002,1
11762209,20151006,1
11762209,20151007,1
11762209,20151008,1
11762209,20151009,1
11762209,20151013,1
11762209,20151014,1
11762209,20151015,1
11762204,20150608,1
11762204,20150615,1
11762204,20150629,1
11762204,20150706,1
11762204,20150713,1
11762204,20150720,1
11762204,20150727,1
11762204,20150803,1
11762204,20150810,1
11762204,20150817,1
11762204,20150824,1
11762204,20150831,1
11762204,20150907,1
11762204,20150914,1
11762204,20150921,1
11762204,20150928,1
11762205,20150420,1
11762205,20150427,1
11762205,20150504,1
11762205,20150511,1
11762205,20150515,1
11762205,20150518,1
11762205,20150526,1
11762205,20150601,1
11762205,20151005,1
11762205,20151012,1
11874878,20150502,1
11874878,20150509,1
11874878,20150525,1
11548648,20150622,1
1874878,20150501,1
1874878,20150508,1
1874878,20150524,1
