service_id,date,exception_type
11762361,20150418,1
11762361,20150425,1
11762361,20150501,1
11762361,20150508,1
11762361,20150514,1
11762361,20150523,1
11762361,20150530,1
11762361,20151003,1
11762361,20151010,1
1762357,20150601,1
1762357,20150602,1
1762357,20150603,1
1762357,20150604,1
1762357,20150608,1
1762357,20150609,1
1762357,20150610,1
1762357,20150611,1
1762357,20150615,1
1762357,20150616,1
1762357,20150617,1
1762357,20150618,1
1762357,20150622,1
1762357,20150623,1
1762357,20150624,1
1762357,20150625,1
1762357,20150629,1
1762357,20150630,1
1762357,20150701,1
1762357,20150702,1
1762357,20150706,1
1762357,20150707,1
1762357,20150708,1
1762357,20150709,1
1762357,20150715,1
1762357,20150716,1
1762357,20150720,1
1762357,20150721,1
1762357,20150722,1
1762357,20150723,1
1762357,20150727,1
1762357,20150728,1
1762357,20150729,1
1762357,20150730,1
1762357,20150803,1
1762357,20150804,1
1762357,20150805,1
1762357,20150806,1
1762357,20150810,1
1762357,20150811,1
1762357,20150812,1
1762357,20150813,1
1762357,20150817,1
1762357,20150818,1
1762357,20150819,1
1762357,20150820,1
1762357,20150824,1
1762357,20150825,1
1762357,20150826,1
1762357,20150827,1
1762357,20150831,1
1762357,20150901,1
1762357,20150902,1
1762357,20150903,1
1762357,20150907,1
1762357,20150908,1
1762357,20150909,1
1762357,20150910,1
1762357,20150914,1
1762357,20150915,1
1762357,20150916,1
1762357,20150917,1
1762357,20150921,1
1762357,20150922,1
1762357,20150923,1
1762357,20150924,1
1762357,20150928,1
1762357,20150929,1
1762357,20150930,1
1762358,20150416,1
1762358,20150420,1
1762358,20150421,1
1762358,20150422,1
1762358,20150423,1
1762358,20150427,1
1762358,20150428,1
1762358,20150429,1
1762358,20150504,1
1762358,20150505,1
1762358,20150506,1
1762358,20150511,1
1762358,20150512,1
1762358,20150518,1
1762358,20150519,1
1762358,20150520,1
1762358,20150521,1
1762358,20150526,1
1762358,20150527,1
1762358,20150528,1
1762358,20151001,1
1762358,20151005,1
1762358,20151006,1
1762358,20151007,1
1762358,20151008,1
1762358,20151012,1
1762358,20151013,1
1762358,20151014,1
1762359,20150418,1
1762359,20150425,1
1762359,20150501,1
1762359,20150502,1
1762359,20150508,1
1762359,20150509,1
1762359,20150516,1
1762359,20150523,1
1762359,20150524,1
1762359,20150530,1
1762359,20150606,1
1762359,20150613,1
1762359,20150620,1
1762359,20150627,1
1762359,20150704,1
1762359,20150711,1
1762359,20150714,1
1762359,20150718,1
1762359,20150725,1
1762359,20150801,1
1762359,20150808,1
1762359,20150815,1
1762359,20150822,1
1762359,20150829,1
1762359,20150905,1
1762359,20150912,1
1762359,20150919,1
1762359,20150926,1
1762359,20151003,1
1762359,20151010,1
11762360,20150516,1
11762360,20150606,1
11762360,20150613,1
11762360,20150620,1
11762360,20150627,1
11762360,20150704,1
11762360,20150711,1
11762360,20150714,1
11762360,20150718,1
11762360,20150725,1
11762360,20150801,1
11762360,20150808,1
11762360,20150815,1
11762360,20150822,1
11762360,20150829,1
11762360,20150905,1
11762360,20150912,1
11762360,20150919,1
11762360,20150926,1
11762358,20150417,1
11762358,20150421,1
11762358,20150422,1
11762358,20150423,1
11762358,20150424,1
11762358,20150428,1
11762358,20150429,1
11762358,20150430,1
11762358,20150505,1
11762358,20150506,1
11762358,20150507,1
11762358,20150512,1
11762358,20150513,1
11762358,20150519,1
11762358,20150520,1
11762358,20150521,1
11762358,20150522,1
11762358,20150527,1
11762358,20150528,1
11762358,20150529,1
11762358,20151002,1
11762358,20151006,1
11762358,20151007,1
11762358,20151008,1
11762358,20151009,1
11762358,20151013,1
11762358,20151014,1
11762358,20151015,1
11762359,20150419,1
11762359,20150426,1
11762359,20150502,1
11762359,20150503,1
11762359,20150509,1
11762359,20150510,1
11762359,20150517,1
11762359,20150524,1
11762359,20150525,1
11762359,20150531,1
11762359,20150607,1
11762359,20150614,1
11762359,20150621,1
11762359,20150628,1
11762359,20150705,1
11762359,20150712,1
11762359,20150715,1
11762359,20150719,1
11762359,20150726,1
11762359,20150802,1
11762359,20150809,1
11762359,20150816,1
11762359,20150823,1
11762359,20150830,1
11762359,20150906,1
11762359,20150913,1
11762359,20150920,1
11762359,20150927,1
11762359,20151004,1
11762359,20151011,1
11762356,20150420,1
11762356,20150427,1
11762356,20150504,1
11762356,20150511,1
11762356,20150515,1
11762356,20150518,1
11762356,20150526,1
11762356,20150601,1
11762356,20150608,1
11762356,20150615,1
11762356,20150622,1
11762356,20150629,1
11762356,20150706,1
11762356,20150713,1
11762356,20150720,1
11762356,20150727,1
11762356,20150803,1
11762356,20150810,1
11762356,20150817,1
11762356,20150824,1
11762356,20150831,1
11762356,20150907,1
11762356,20150914,1
11762356,20150921,1
11762356,20150928,1
11762356,20151005,1
11762356,20151012,1
11762357,20150602,1
11762357,20150603,1
11762357,20150604,1
11762357,20150605,1
11762357,20150609,1
11762357,20150610,1
11762357,20150611,1
11762357,20150612,1
11762357,20150616,1
11762357,20150617,1
11762357,20150618,1
11762357,20150619,1
11762357,20150623,1
11762357,20150624,1
11762357,20150625,1
11762357,20150626,1
11762357,20150630,1
11762357,20150701,1
11762357,20150702,1
11762357,20150703,1
11762357,20150707,1
11762357,20150708,1
11762357,20150709,1
11762357,20150710,1
11762357,20150716,1
11762357,20150717,1
11762357,20150721,1
11762357,20150722,1
11762357,20150723,1
11762357,20150724,1
11762357,20150728,1
11762357,20150729,1
11762357,20150730,1
11762357,20150731,1
11762357,20150804,1
11762357,20150805,1
11762357,20150806,1
11762357,20150807,1
11762357,20150811,1
11762357,20150812,1
11762357,20150813,1
11762357,20150814,1
11762357,20150818,1
11762357,20150819,1
11762357,20150820,1
11762357,20150821,1
11762357,20150825,1
11762357,20150826,1
11762357,20150827,1
11762357,20150828,1
11762357,20150901,1
11762357,20150902,1
11762357,20150903,1
11762357,20150904,1
11762357,20150908,1
11762357,20150909,1
11762357,20150910,1
11762357,20150911,1
11762357,20150915,1
11762357,20150916,1
11762357,20150917,1
11762357,20150918,1
11762357,20150922,1
11762357,20150923,1
11762357,20150924,1
11762357,20150925,1
11762357,20150929,1
11762357,20150930,1
11762357,20151001,1
1762361,20150417,1
1762361,20150424,1
1762361,20150430,1
