from_stop_id,to_stop_id,transfer_type,min_transfer_time
2476,3813108,2,218
2252,3812978,2,210
2150,3811267,2,199
1811,5018341,2,272
2533,3687424,2,127
2533,3687425,2,140
2252,3812979,2,221
2346,4024524,2,210
2346,4024523,2,210
2031,4726719,2,195
1653,3442423,2,198
1653,3442422,2,176
2194,4008362,2,216
2167,5018341,2,283
2194,4008361,2,189
2004,4008272,2,212
2026,4008871,2,213
1811,5018343,2,278
1811,5018342,2,267
4008471,2194,2,189
2233,5138067,2,219
3716887,2350,2,272
3764470,1903,2,190
2241,1657,2,133
1653,3687425,2,140
1653,3687424,2,127
2476,3893422,2,220
2476,3893423,2,194
2018,5018345,2,213
2018,5018344,2,217
1666,3812963,2,190
8433,3813172,2,239
8433,3813171,2,243
4471733,1952,2,219
1672,2167,2,300
1927,3812978,2,210
1666,4009666,2,226
2057,5289114,2,269
3807589,2252,2,243
1952,3887757,2,223
2256,4008273,2,283
4024988,2005,2,238
1927,3812979,2,221
2354,4008372,2,231
3716975,1811,2,272
2193,4008365,2,212
2167,3765205,2,248
2476,3765210,2,218
2005,4008361,2,189
2167,4439504,2,283
3716888,1811,2,276
2167,4036772,2,283
2194,3442590,2,197
2334,5289156,2,235
1927,3813119,2,221
2533,3748098,2,226
1927,3813118,2,210
8433,3740547,2,209
8433,3740548,2,207
8433,3740549,2,234
2005,3442590,2,197
1818,5289140,2,252
3716975,2167,2,283
2193,3681815,2,207
2533,1845,2,105
3807588,1690,2,206
2193,3681816,2,201
2193,3681818,2,312
2533,3812926,2,176
1666,3765210,2,218
1903,3893531,2,216
2533,3812927,2,226
3343756,2241,2,180
1903,3893530,2,234
4037260,1952,2,185
3716975,2350,2,272
4471841,1952,2,185
1817,3893545,2,234
4025058,2194,2,189
3716975,1977,2,283
2004,4008365,2,212
2005,4008362,2,216
2476,4009626,2,194
1977,3813068,2,248
3343755,2241,2,180
3716976,1811,2,276
2207,3926338,2,185
3343755,1916,2,180
2476,4726732,2,190
2004,4008260,2,190
4726707,1666,2,190
2194,4008270,2,189
2194,4008271,2,216
1666,4009626,2,194
1666,5138220,2,194
1927,3812933,2,243
2256,4008869,2,272
2256,4008373,2,283
1867,3687423,2,235
1666,3812930,2,213
2150,5289115,2,229
2354,2353,2,71
1977,3813070,2,283
1867,4037039,2,235
2005,4015831,2,197
3716887,1977,2,283
1952,4044998,2,219
2193,3681846,2,201
2193,3681845,2,312
4024988,2194,2,238
2194,3442588,2,226
4726704,2252,2,251
2194,3442587,2,217
1653,3765206,2,209
1653,3765207,2,196
1653,3765208,2,226
