service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12025819,0,0,0,0,0,0,0,20160808,20160926
2025827,0,0,0,0,0,0,0,20160902,20161223
2025826,0,0,0,0,0,0,0,20161007,20161216
2025828,0,0,0,0,0,0,0,20160805,20161230
12025820,0,0,0,0,0,0,0,20161003,20161226
1132942,0,0,0,0,0,0,0,20160806,20161231
1132941,0,0,0,0,0,0,0,20160802,20161230
2025819,0,0,0,0,0,0,0,20160807,20160925
12025824,0,0,0,0,0,0,0,20160807,20160925
12025823,0,0,0,0,0,0,0,20160803,20161230
12025822,0,0,0,0,0,0,0,20160902,20161223
2025821,0,0,0,0,0,0,0,20161003,20161215
12025821,0,0,0,0,0,0,0,20161004,20161216
2025820,0,0,0,0,0,0,0,20161002,20161225
12025828,0,0,0,0,0,0,0,20160806,20161231
2025823,0,0,0,0,0,0,0,20160802,20161229
12025827,0,0,0,0,0,0,0,20160903,20161224
2025822,0,0,0,0,0,0,0,20160901,20161222
12025826,0,0,0,0,0,0,0,20161008,20161217
2025825,0,0,0,0,0,0,0,20161001,20161231
12025825,0,0,0,0,0,0,0,20161002,20170101
2025824,0,0,0,0,0,0,0,20160806,20160924
