trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,shape_dist_traveled
10020258190917606,17:06:00,17:06:00,2005,1,,
10020258190917606,17:08:00,17:08:00,2004,2,,
10020258190917606,17:10:00,17:10:00,1817,3,,
10020258190917606,17:11:00,17:11:00,2026,4,,
10020258190917606,17:12:00,17:12:00,1818,5,,
10020258190917606,17:14:00,17:14:00,1903,6,,
10020258190917606,17:15:00,17:15:00,2031,7,,
10020258190917606,17:16:00,17:16:00,2057,8,,
10020258190917606,17:18:00,17:18:00,1916,9,,
10020258190917606,17:19:00,17:19:00,1661,10,,
10020258190917606,17:21:00,17:21:00,1927,11,,
10020258190917606,17:22:00,17:22:00,1690,12,,
10020258190917606,17:24:00,17:24:00,1666,13,,
10020258190917606,17:25:00,17:25:00,1867,14,,
10020258190917606,17:27:00,17:27:00,1653,15,,
10020258190917606,17:27:00,17:27:00,1977,16,,
10020258190917606,17:28:00,17:28:00,1811,17,,
10020258190917606,17:30:00,17:30:00,2018,18,,
10020258190917606,17:31:00,17:31:00,1908,19,,
10020258190917606,17:34:00,17:34:00,1952,20,,
10020258200917606,16:03:00,16:03:00,2005,1,,
10020258200917606,16:05:00,16:05:00,2004,2,,
10020258200917606,16:08:00,16:08:00,1817,3,,
10020258200917606,16:09:00,16:09:00,2026,4,,
10020258200917606,16:10:00,16:10:00,1818,5,,
10020258200917606,16:11:00,16:11:00,1903,6,,
10020258200917606,16:13:00,16:13:00,2031,7,,
10020258200917606,16:14:00,16:14:00,2057,8,,
10020258200917606,16:16:00,16:16:00,1916,9,,
10020258200917606,16:17:00,16:17:00,1661,10,,
10020258200917606,16:19:00,16:19:00,1927,11,,
10020258200917606,16:20:00,16:20:00,1690,12,,
10020258200917606,16:21:00,16:21:00,1666,13,,
10020258200917606,16:23:00,16:23:00,1867,14,,
10020258200917606,16:24:00,16:24:00,1653,15,,
10020258200917606,16:25:00,16:25:00,1977,16,,
10020258200917606,16:26:00,16:26:00,1811,17,,
10020258200917606,16:28:00,16:28:00,2018,18,,
10020258200917606,16:29:00,16:29:00,1908,19,,
10020258200917606,16:32:00,16:32:00,1952,20,,
10020258210917606,12:40:00,12:40:00,2005,1,,
10020258210917606,12:42:00,12:42:00,2004,2,,
10020258210917606,12:44:00,12:44:00,1817,3,,
10020258210917606,12:45:00,12:45:00,2026,4,,
10020258210917606,12:46:00,12:46:00,1818,5,,
10020258210917606,12:48:00,12:48:00,1903,6,,
10020258210917606,12:49:00,12:49:00,2031,7,,
10020258210917606,12:51:00,12:51:00,2057,8,,
10020258210917606,12:52:00,12:52:00,1916,9,,
10020258210917606,12:54:00,12:54:00,1661,10,,
10020258210917606,12:55:00,12:55:00,1927,11,,
10020258210917606,12:57:00,12:57:00,1690,12,,
10020258210917606,12:58:00,12:58:00,1666,13,,
10020258210917606,12:59:00,12:59:00,1867,14,,
10020258210917606,13:01:00,13:01:00,1653,15,,
10020258210917606,13:02:00,13:02:00,1977,16,,
10020258210917606,13:03:00,13:03:00,1811,17,,
10020258210917606,13:04:00,13:04:00,2018,18,,
10020258210917606,13:05:00,13:05:00,1908,19,,
10020258210917606,13:08:00,13:08:00,1952,20,,
10020258220917606,13:35:00,13:35:00,2005,1,,
10020258220917606,13:37:00,13:37:00,2004,2,,
10020258220917606,13:39:00,13:39:00,1817,3,,
10020258220917606,13:40:00,13:40:00,2026,4,,
