service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2096303,0,0,0,0,0,0,0,20160802,20160825
12025566,0,0,0,0,0,0,0,20160808,20160926
12045980,0,0,0,0,0,0,0,20160903,20160910
12096369,0,0,0,0,0,0,0,20160917,20161224
2187394,0,0,0,0,0,0,0,20160806,20160924
12096303,0,0,0,0,0,0,0,20160803,20160826
2187395,0,0,0,0,0,0,0,20161003,20161215
2187396,0,0,0,0,0,0,0,20161001,20161015
2096369,0,0,0,0,0,0,0,20160916,20161223
2025576,0,0,0,0,0,0,0,20160913,20161222
12045978,0,0,0,0,0,0,0,20160902,20160913
2181816,0,0,0,0,0,0,0,20161023,20161225
2181817,0,0,0,0,0,0,0,20161002,20161016
2187399,0,0,0,0,0,0,0,20161031,20161230
12096282,0,0,0,0,0,0,0,20161112,20161112
12181817,0,0,0,0,0,0,0,20161003,20161017
12025576,0,0,0,0,0,0,0,20160914,20161223
2187398,0,0,0,0,0,0,0,20161022,20161231
2187397,0,0,0,0,0,0,0,20161007,20161216
2096333,0,0,0,0,0,0,0,20160829,20161229
12181816,0,0,0,0,0,0,0,20161024,20161226
2096282,0,0,0,0,0,0,0,20161111,20161111
2045978,0,0,0,0,0,0,0,20160901,20160912
12187396,0,0,0,0,0,0,0,20161002,20161016
12187397,0,0,0,0,0,0,0,20161008,20161217
2025566,0,0,0,0,0,0,0,20160807,20160925
12096377,0,0,0,0,0,0,0,20160806,20160827
12187398,0,0,0,0,0,0,0,20161023,20170101
12187399,0,0,0,0,0,0,0,20161101,20161231
2096377,0,0,0,0,0,0,0,20160805,20160826
12096333,0,0,0,0,0,0,0,20160830,20161230
12187394,0,0,0,0,0,0,0,20160807,20160925
12187395,0,0,0,0,0,0,0,20161004,20161216
2045980,0,0,0,0,0,0,0,20160902,20160909
