service_id,date,exception_type
2025608,20161007,1
2025608,20161014,1
2025608,20161104,1
2025608,20161110,1
2025608,20161118,1
2025608,20161125,1
2025608,20161202,1
2025608,20161209,1
2025608,20161216,1
12025608,20161008,1
12025608,20161015,1
12025608,20161105,1
12025608,20161111,1
12025608,20161119,1
12025608,20161126,1
12025608,20161203,1
12025608,20161210,1
12025608,20161217,1
2025606,20160805,1
2025606,20160812,1
2025606,20160819,1
2025606,20160826,1
2025606,20161021,1
2025606,20161028,1
2025606,20161031,1
2025606,20161223,1
2025606,20161230,1
12025605,20160807,1
12025605,20160814,1
12025605,20160815,1
12025605,20160821,1
12025605,20160828,1
12025605,20160904,1
12025605,20160911,1
12025605,20160918,1
12025605,20160925,1
12025605,20161002,1
12025605,20161009,1
12025605,20161016,1
12025605,20161023,1
12025605,20161030,1
12025605,20161106,1
12025605,20161112,1
12025605,20161113,1
12025605,20161120,1
12025605,20161127,1
12025605,20161204,1
12025605,20161211,1
12025605,20161218,1
12025605,20161225,1
12025606,20160806,1
12025606,20160813,1
12025606,20160820,1
12025606,20160827,1
12025606,20161022,1
12025606,20161029,1
12025606,20161101,1
12025606,20161224,1
12025606,20161231,1
12025603,20160830,1
12025603,20160831,1
12025603,20160901,1
12025603,20160902,1
12025603,20160906,1
12025603,20160907,1
12025603,20160908,1
12025603,20160909,1
12025603,20160913,1
12025603,20160914,1
12025603,20160915,1
12025603,20160916,1
12025603,20160920,1
12025603,20160921,1
12025603,20160922,1
12025603,20160923,1
12025603,20160927,1
12025603,20160928,1
12025603,20160929,1
12025603,20160930,1
12169477,20160903,1
12169477,20160910,1
12169477,20160917,1
12169477,20160924,1
12169477,20161001,1
12025601,20160803,1
12025601,20160804,1
12025601,20160805,1
12025601,20160809,1
12025601,20160810,1
12025601,20160811,1
12025601,20160812,1
12025601,20160817,1
12025601,20160818,1
12025601,20160819,1
12025601,20160823,1
12025601,20160824,1
12025601,20160825,1
12025601,20160826,1
12025601,20161021,1
12025601,20161025,1
12025601,20161026,1
12025601,20161027,1
12025601,20161028,1
12025601,20161103,1
12025601,20161220,1
12025601,20161221,1
12025601,20161222,1
