from_stop_id,to_stop_id,transfer_type,min_transfer_time
2467,3749688,2,234
2467,3749689,2,202
2313,5138167,2,261
2204,3672269,2,248
1722,3926216,2,198
2313,5138168,2,216
1765,4036931,2,203
2396,4298519,2,275
1722,4036661,2,250
2396,4298517,2,275
2313,5138169,2,233
2396,4298518,2,275
2416,4459235,2,196
1722,4036660,2,284
2376,4726932,2,212
2099,4726929,2,213
2099,4726928,2,278
2415,3926379,2,258
1950,3765282,2,231
2415,3926378,2,258
1950,3765283,2,202
4036291,2493,2,196
1950,3765281,2,220
2467,3749691,2,221
2467,4472774,2,250
2467,4472773,2,228
2467,3749690,2,228
2416,3813147,2,195
2416,3813148,2,195
1738,4023219,2,198
2415,3926380,2,252
1722,3926217,2,237
2007,4726924,2,229
2415,3926381,2,252
1889,3765151,2,270
1889,3765150,2,210
1630,4459237,2,250
1662,4726926,2,249
2510,4009676,2,277
2467,4008837,2,237
2510,4009675,2,254
2205,3765001,2,236
2205,3765000,2,236
2050,3926436,2,214
2205,3765002,2,220
2396,3813144,2,275
2396,3813146,2,226
2376,4726956,2,185
2376,4726955,2,197
3765460,1786,2,226
1949,3687314,2,244
2285,2053,2,250
1786,4022972,2,226
1786,4022970,2,275
2467,4739210,2,225
2285,5018222,2,198
1802,4024811,2,209
1802,4024810,2,218
1738,4726741,2,195
2467,3716945,2,225
4036300,2050,2,278
2313,3764800,2,207
2313,3764803,2,233
2313,3764802,2,216
2313,3764801,2,228
2285,1890,2,77
1949,3672244,2,248
2099,4036866,2,278
2493,5289092,2,196
1802,3765183,2,232
1802,3765186,2,252
1935,4037282,2,220
1802,3765185,2,243
1802,3765187,2,313
1950,3690050,2,208
1950,3690051,2,208
2416,4036665,2,195
4036291,1683,2,196
2007,3807626,2,229
2376,4996989,2,198
1950,5231599,2,188
1950,5231598,2,261
2376,4044990,2,198
2376,4996987,2,197
2376,4996988,2,225
1846,5018223,2,249
2375,4036931,2,203
1889,3765191,2,198
1802,4037350,2,209
2204,3672244,2,248
1950,4354412,2,225
1950,4354411,2,202
1737,5231596,2,252
1737,5231597,2,287
2313,2102,2,300
2050,4726928,2,278
1738,4023264,2,187
1738,4023265,2,187
2376,2527,2,118
2196,4016477,2,229
1949,4798791,2,233
2050,4726929,2,213
1889,4739209,2,241
4472867,2376,2,225
4036299,1765,2,203
2313,2224140,2,233
2313,2224141,2,233
2205,5231598,2,261
2205,5231599,2,188
2542,4726926,2,249
2510,3740311,2,258
2510,3740310,2,241
2376,5289167,2,212
2050,2051,2,93
1950,3765001,2,236
3343777,2376,2,180
1950,3765000,2,236
3765459,2396,2,231
1766,4044990,2,198
1950,3765002,2,220
1722,3749688,2,234
2260,4459238,2,237
1722,4473118,2,284
1722,4473119,2,221
1722,4473116,2,227
1722,4473117,2,227
1722,3749689,2,202
2396,4037354,2,216
2099,3764657,2,278
1722,3749690,2,228
1722,3749691,2,221
3765458,2396,2,225
2467,4472560,2,227
1722,5158083,2,209
1722,5158082,2,253
1722,5158081,2,225
2467,4472561,2,221
2044,4017041,2,232
2044,4017040,2,270
2376,3926395,2,269
2313,3747818,2,233
2313,3747817,2,249
2376,3926397,2,225
2376,3926396,2,225
2313,3747814,2,256
2416,4023095,2,198
2313,3747813,2,249
2416,4023096,2,198
2313,3747816,2,228
2313,3747815,2,234
2415,3672266,2,258
3343767,2313,2,180
1935,3749917,2,240
1935,3749918,2,220
2467,4473192,2,221
2467,4473191,2,220
2467,4473190,2,220
4036302,1683,2,220
1738,4037353,2,195
1738,4037352,2,196
2044,4037351,2,234
2514,5018174,2,216
2514,5018173,2,259
2467,4472559,2,227
2375,3807629,2,222
1722,4037360,2,253
1683,5289092,2,196
2285,4009641,2,241
1786,3749984,2,226
2467,4354483,2,234
2395,3673599,2,229
1722,4037359,2,225
1722,4739210,2,225
4036300,2099,2,278
1722,4036827,2,284
1766,3747982,2,198
4472867,1766,2,225
1766,3747981,2,221
1889,4036750,2,198
2389,3747923,2,256
1737,4036625,2,252
2389,3747924,2,252
1737,4036626,2,287
1889,4036751,2,186
2285,3765191,2,198
1634,5018173,2,259
1634,5018174,2,216
