from_stop_id,to_stop_id,transfer_type,min_transfer_time
4036307,2079,2,229
5761973,2484,2,267
3741095,2235,2,244
3765156,2452,2,237
1958,2235,2,420
3687298,2041,2,216
3687066,2394,2,229
4472875,1812,2,211
1675,1674,2,111
2086,5018146,2,223
2086,5018147,2,212
1684,4022965,2,207
1910,4035733,2,255
1833,2371,2,72
3749663,2401,2,188
2090,2046,2,120
4037277,1791,2,188
4035806,1674,2,279
1676,1674,2,236
3666670,1910,2,244
5747301,2509,2,250
1784,3673600,2,226
5761436,2235,2,244
3749764,1910,2,242
4037173,2338,2,210
3740305,2120,2,227
3747967,1978,2,249
6217406,2148,2,191
4045027,1791,2,210
1795,4016314,2,234
1910,4035724,2,244
4472876,2128,2,229
5761975,2484,2,196
2212,1910,2,420
4045031,2547,2,201
5158075,1795,2,273
1900,5747225,2,269
1900,5747226,2,205
5138025,2405,2,231
3687298,2160,2,216
3926407,2168,2,249
3687066,1784,2,229
3749921,1795,2,271
4037173,1833,2,210
5762024,2096,2,90
4037216,2029,2,259
4035809,2484,2,196
4008229,2504,2,200
5454903,2401,2,210
2126,2235,2,360
3764495,2401,2,210
4036287,2548,2,214
2149,2148,2,89
3740333,2405,2,234
4472680,2494,2,230
3740335,2401,2,210
2509,4459237,2,250
3740326,2494,2,209
5761986,2086,2,229
3666677,2235,2,255
3666618,2235,2,244
3687065,1784,2,226
5761992,2405,2,211
4037174,1833,2,193
5710022,2086,2,212
5761436,1910,2,244
3749664,1791,2,210
3749762,2484,2,220
5762026,2086,2,201
4008289,2504,2,229
3740312,1822,2,204
5231602,1784,2,226
4146147,2338,2,269
3740315,2029,2,201
4008284,2148,2,191
4022898,2029,2,241
2126,1910,2,360
3666775,1910,2,255
4037216,2148,2,259
1684,3749981,2,230
4037171,1833,2,269
2213,1910,2,420
3666625,2235,2,255
4037244,2338,2,199
5138161,2120,2,273
4035807,1674,2,267
1684,3749702,2,207
1835,2338,2,196
2090,2096,2,120
2058,3926285,2,247
2297,2296,2,225
2029,5018181,2,279
5761986,2547,2,229
2029,5018182,2,257
4036308,2548,2,196
2029,5018183,2,203
2058,3926284,2,216
2338,1651,2,138
1629,4459237,2,250
4472549,2148,2,208
1833,1832,2,72
4211808,2086,2,229
4473105,2494,2,230
3740328,2361,2,213
2128,5289171,2,229
4472680,1684,2,230
5762024,2046,2,90
4473105,1684,2,230
3740315,2148,2,201
4022898,2148,2,241
5688902,2086,2,223
4008284,2029,2,191
4211801,2547,2,212
5762020,1795,2,234
1684,4023046,2,207
3747967,2168,2,249
2548,5289172,2,196
2486,1674,2,234
5657285,1900,2,264
3687265,2160,2,282
1795,4036741,2,273
4008383,1694,2,200
3765190,1707,2,252
4009648,2509,2,281
2395,2394,2,87
1795,4036742,2,271
5761990,2401,2,188
1792,2401,2,108
5710080,2547,2,212
4472775,1707,2,233
2077,2235,2,360
3740300,2547,2,229
3749793,2484,2,268
1957,2235,2,420
4472864,2548,2,214
5688933,2338,2,268
3749764,2235,2,242
3666670,2235,2,244
3687463,2079,2,206
1684,3749734,2,230
4035809,1674,2,196
2110,2547,2,91
2548,2115,2,132
1684,4023030,2,230
4036856,2086,2,212
3740312,2361,2,204
2548,2066,2,98
2296,5747226,2,205
3765455,1989,2,204
4036307,2128,2,229
2296,5747225,2,269
3687445,2351,2,211
2414,3813188,2,258
2414,3813187,2,210
3666729,2235,2,255
1784,3673599,2,229
1684,4473193,2,207
6217405,2148,2,208
3749762,1674,2,220
4036934,2547,2,229
3687463,2128,2,206
4037280,1795,2,273
3765156,1707,2,237
4016356,1795,2,275
1902,2296,2,143
3687265,2041,2,282
5657322,1900,2,220
4036973,2296,2,205
5761991,2071,2,227
3666566,1910,2,255
5688933,1833,2,268
5138159,2405,2,231
2405,2406,2,125
5761975,1674,2,196
3666625,1910,2,255
4035808,1674,2,207
3740302,2096,2,75
2338,2531,2,122
5138026,2071,2,273
5231602,2394,2,226
3926220,2405,2,271
3740309,2452,2,213
4037171,2338,2,269
2077,1910,2,360
1784,4459268,2,229
6217405,2029,2,208
2402,2401,2,122
1684,4473179,2,230
4472549,2029,2,208
3749922,1795,2,273
1785,1784,2,100
2338,2371,2,89
5762022,2401,2,210
2510,1629,2,72
3666770,1910,2,244
3740329,1629,2,251
5657318,2338,2,269
4045029,2096,2,90
5231621,2394,2,229
3666566,2235,2,255
3926406,2168,2,234
3813139,2029,2,224
5688936,2338,2,199
3740307,2405,2,189
4035807,2484,2,267
5747307,2509,2,277
4016341,1795,2,256
2494,4022965,2,207
1834,1833,2,90
4472770,2452,2,250
4472875,2351,2,211
3765465,2179,2,234
4037244,1833,2,199
1958,1910,2,420
4008290,1694,2,200
2030,2029,2,73
4146147,1833,2,269
3740330,1629,2,250
2110,2086,2,91
1795,4016285,2,211
2149,2029,2,81
3813004,2504,2,204
2148,2147,2,52
4037280,2405,2,273
1902,1900,2,143
3740302,2046,2,75
1630,2509,2,72
3740334,2120,2,266
